eco	name	pgn	uci	epd
B20	Sicilian Defense	1. e4 c5	e2e4 c7c5	rnbqkbnr/pp1ppppp/8/2p5/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -
B27	Sicilian Defense	1. e4 c5 2. Nf3	e2e4 c7c5 g1f3	rnbqkbnr/pp1ppppp/8/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq -
C50	Italian Game	1. e4 e5 2. Nf3 Nc6 3. Bc4	e2e4 e7e5 g1f3 b8c6 f1c4	r1bqkbnr/pppp1ppp/2n5/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq -
D06	Queen's Gambit	1. d4 d5 2. c4	d2d4 d7d5 c2c4	rnbqkbnr/ppp1pppp/8/3p4/2PP4/8/PP2PPPP/RNBQKBNR b KQkq -
D70	Gruenfeld Defense	1. d4 Nf6 2. c4 g6 3. Nc3 d5
A80	Dutch Defense: Rubinstein Variation	1. d4 f5 2. Nc3 Nf6 3. Bg5 e6 4. e4
A17	English Opening: Anglo-Indian Defense	1. c4 Nf6 2. Nc3 e6 3. Nf3 Bb4
D94	Gruenfeld Defense: Brinckmann Attack	1. d4 Nf6 2. c4 g6 3. Nc3 d5 4. Bf4 Bg7 5. e3 O-O
C32	King's Gambit Declined: Falkbeer Nimzowitsch Variation	1. e4 e5 2. f4 d5 3. exd5 e4
E71	King's Indian Defense: Makogonov Variation	1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. h3
D02	London System: Queenside Fianchetto	1. d4 d5 2. Bf4 Nf6 3. e3 e6 4. Nf3 c5 5. c3 Nc6 6. Nbd2
E33	Nimzo-Indian Defense: Zurich Variation	1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qc2 Nc6
B00	Nimzowitsch Defense: Williams Variation	1. e4 Nc6 2. Nf3 d6 3. d4 Bg4
D52	Queen's Gambit Declined: Cambridge Springs Defense	1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Nbd7 5. e3 c6 6. Nf3 Qa5
E12	Queen's Indian Defense: Miles Variation	1. d4 Nf6 2. c4 e6 3. Nf3 b6 4. Bf4
A06	Reti Opening: Wade Defense	1. Nf3 d6 2. d4 Bg4
B01	Scandinavian Defense: Mieses-Kotroc Main Line	1. e4 d5 2. exd5 Qxd5 3. Nc3 Qa5 4. d4 Nf6 5. Nf3 c6
D12	Slav Defense: Soultanbeieff Variation	1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. e3 Bf5
B02	Alekhine's Defense: Krejcik Variation	1. e4 Nf6 2. Bc4
B09	Pirc Defense: Austrian Attack Unzicker System	1. e4 d6 2. d4 Nf6 3. Nc3 g6 4. f4 Bg7 5. Nf3 O-O 6. e5 Nfd7
A70	Benoni Defense: Pawn Storm Variation	1. d4 Nf6 2. c4 c5 3. d5 e6 4. Nc3 exd5 5. cxd5 d6 6. e4 g6 7. f4 Bg7 8. Bb5+
A02	Bird's Opening: Schlechter Gambit	1. f4 e5 2. fxe5 Nc6
E11	Bogo-Indian Defense: Haiti Retreat Variation	1. d4 Nf6 2. c4 e6 3. Nf3 Bb4+ 4. Nbd2 b6 5. a3 Be7
B15	Caro-Kann Defense: Gurgenidze Variation	1. e4 c6 2. d4 d5 3. Nc3 g6
E09	Catalan Opening: Closed Variation with Qc2	1. d4 Nf6 2. c4 e6 3. g3 d5 4. Bg2 Be7 5. Nf3 O-O 6. O-O c6 7. Qc2 Nbd7
C11	French Defense: Burn Variation	1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 dxe4
A82	Dutch Defense: Staunton Gambit Accepted	1. d4 f5 2. e4 fxe4
A22	English Opening: Nimzowitsch Variation	1. c4 e5 2. Nf3 e4
D76	Gruenfeld Defense: Neo-Gruenfeld Defense	1. d4 Nf6 2. c4 g6 3. g3 d5 4. Nf3 Bg7 5. Bg2 O-O
C30	King's Gambit Declined: Panteldakis Countergambit	1. e4 e5 2. f4 f5
E94	King's Indian Defense: Orthodox Variation	1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. Nf3 O-O 6. Be2 e5 7. O-O Nbd7
D02	London System: Anti-King's Indian Setup	1. d4 Nf6 2. Bf4 g6 3. e3 Bg7 4. Nf3 O-O 5. Be2 d6
E20	Nimzo-Indian Defense: Romanishin Variation	1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. g3
B00	Nimzowitsch Defense: Pseudo-Spanish Variation	1. e4 Nc6 2. Bb5
D38	Queen's Gambit Declined: Ragozin Defense	1. d4 d5 2. c4 e6 3. Nf3 Nf6 4. Nc3 Bb4
E14	Queen's Indian Defense: Spassky System	1. d4 Nf6 2. c4 e6 3. Nf3 b6 4. e3 Bb7 5. Bd3
A05	Reti Opening: Double Fianchetto	1. Nf3 d5 2. g3 Nf6 3. Bg2 g6 4. b3
D15	Slav Defense: Chebanenko Variation	1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Nc3 a6
B02	Alekhine's Defense: Mokele Mbembe	1. e4 Nf6 2. e5 Ne4
B09	Pirc Defense: Austrian Attack Simagin Variation	1. e4 d6 2. d4 Nf6 3. Nc3 g6 4. f4 Bg7 5. Nf3 O-O 6. Bd3 Nc6
A70	Benoni Defense: Uhlmann Variation	1. d4 Nf6 2. c4 c5 3. d5 e6 4. Nc3 exd5 5. cxd5 d6 6. Nf3 g6 7. Nd2
A02	Bird's Opening: Sturm Gambit	1. f4 d5 2. c4
E11	Bogo-Indian Defense: Fianchetto Retreat	1. d4 Nf6 2. c4 e6 3. Nf3 Bb4+ 4. Bd2 Qe7 5. g3
B10	Caro-Kann Defense: Hillbilly Attack	1. e4 c6 2. Bc4 d5 3. Bb3
E08	Catalan Opening: Closed Variation with Nbd7	1. d4 Nf6 2. c4 e6 3. g3 d5 4. Bg2 Be7 5. Nf3 O-O 6. O-O Nbd7
C02	French Defense: Advance Euwe Variation	1. e4 e6 2. d4 d5 3. e5 c5 4. c3 Nc6 5. Nf3 Qb6
A95	Dutch Defense: Stonewall with Bd6	1. d4 f5 2. c4 e6 3. Nf3 Nf6 4. g3 d5 5. Bg2 c6 6. O-O Bd6
A25	English Opening: King's English Reversed Sicilian	1. c4 e5 2. Nc3 Nf6 3. g3 d5
D85	Gruenfeld Defense: Exchange Spassky Variation	1. d4 Nf6 2. c4 g6 3. Nc3 d5 4. cxd5 Nxd5 5. e4 Nxc3 6. bxc3 Bg7 7. Bc4 c5
C36	King's Gambit Accepted: Abbazia Defense	1. e4 e5 2. f4 exf4 3. Nf3 d5
E92	King's Indian Defense: Gligoric-Taimanov System	1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. Nf3 O-O 6. Be2 e5 7. Be3
D00	London System: Jobava-Rapport Main Line	1. d4 Nf6 2. Nc3 d5 3. Bf4 e6 4. e3 Bb4
E43	Nimzo-Indian Defense: Fischer Variation	1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 b6
B00	Nimzowitsch Defense: Marshall Gambit	1. e4 Nc6 2. d4 d5 3. exd5 Qxd5 4. Nc3
D56	Queen's Gambit Declined: Lasker Defense	1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Be7 5. e3 O-O 6. Nf3 h6 7. Bh4 Ne4
E12	Queen's Indian Defense: Kasparov-Petrosian Classical	1. d4 Nf6 2. c4 e6 3. Nf3 b6 4. a3 Bb7 5. Nc3 d5
A11	Reti Opening: Capablanca System	1. Nf3 d5 2. c4 c6 3. g3 Nf6 4. Bg2 Bf5
B01	Scandinavian Defense: Portuguese Gambit Main Line	1. e4 d5 2. exd5 Nf6 3. d4 Bg4 4. f3 Bf5
D12	Slav Defense: Schallopp Variation	1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. e3 Bf5 5. Nc3 e6
B02	Alekhine's Defense: Spielmann Variation	1. e4 Nf6 2. e5 Nd5 3. Nc3
B09	Pirc Defense: Austrian Attack with Be2	1. e4 d6 2. d4 Nf6 3. Nc3 g6 4. f4 Bg7 5. Be2 O-O 6. Nf3
A70	Benoni Defense: Modern Classical with h3	1. d4 Nf6 2. c4 c5 3. d5 e6 4. Nc3 exd5 5. cxd5 d6 6. e4 g6 7. Nf3 Bg7 8. h3 O-O
A03	Bird's Opening: Queen's Fianchetto	1. f4 Nf6 2. Nf3 d5 3. e3 c5 4. b3 Nc6
E11	Bogo-Indian Defense: Catalan Variation	1. d4 Nf6 2. c4 e6 3. Nf3 Bb4+ 4. Bd2 Be7 5. g3 d5
B18	Caro-Kann Defense: Classical Spassky Variation	1. e4 c6 2. d4 d5 3. Nc3 dxe4 4. Nxe4 Bf5 5. Ng3 Bg6 6. h4 h6
E08	Catalan Opening: Closed Variation with b6	1. d4 Nf6 2. c4 e6 3. g3 d5 4. Bg2 Be7 5. Nf3 O-O 6. O-O c6 7. b3 b6
C18	French Defense: Winawer Poisoned Pawn Variation	1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5 c5 5. a3 Bxc3+ 6. bxc3 Ne7 7. Qg4
A84	Dutch Defense: Classical Stonewall	1. d4 f5 2. c4 Nf6 3. Nc3 e6 4. Nf3 Be7 5. e3 O-O 6. Bd3 d5
A30	English Opening: Symmetrical Hedgehog	1. c4 c5 2. Nf3 Nf6 3. g3 b6 4. Bg2 Bb7 5. O-O e6
D85	Gruenfeld Defense: Exchange Modern with Nf3	1. d4 Nf6 2. c4 g6 3. Nc3 d5 4. cxd5 Nxd5 5. e4 Nxc3 6. bxc3 Bg7 7. Nf3 c5
C35	King's Gambit Accepted: Cunningham Defense	1. e4 e5 2. f4 exf4 3. Nf3 Be7
E67	King's Indian Defense: Fianchetto Classical	1. d4 Nf6 2. c4 g6 3. Nf3 Bg7 4. g3 O-O 5. Bg2 d6 6. O-O Nc6
D02	London System: Early c4	1. d4 d5 2. Bf4 Nf6 3. e3 c5 4. c4 cxd4 5. exd4
E46	Nimzo-Indian Defense: Reshevsky Variation	1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 O-O 5. Nge2
B00	Nimzowitsch Defense: Breyer Variation	1. e4 Nc6 2. d4 e5 3. Nf3
D58	Queen's Gambit Declined: Tartakower Defense	1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Be7 5. e3 O-O 6. Nf3 h6 7. Bh4 b6
E15	Queen's Indian Defense: Check Variation	1. d4 Nf6 2. c4 e6 3. Nf3 b6 4. g3 Bb7 5. Bg2 Bb4+ 6. Bd2 Be7
A06	Reti Opening: Nimzowitsch-Larsen Attack	1. Nf3 d5 2. b3 Nf6 3. Bb2 e6
B01	Scandinavian Defense: Portuguese with Bb5	1. e4 d5 2. exd5 Nf6 3. d4 Bg4 4. f3 Bf5 5. Bb5+
B56	Sicilian Defense: Classical Variation	1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Nc6
D94	Slav Defense: Schlechter Variation	1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. e3 g6
B02	Alekhine's Defense: Saemisch Attack	1. e4 Nf6 2. e5 Nd5 3. Nc3 Nxc3 4. dxc3
B09	Pirc Defense: Austrian Attack Main Line	1. e4 d6 2. d4 Nf6 3. Nc3 g6 4. f4 Bg7 5. Nf3 O-O 6. Bd3 Nc6 7. O-O
A70	Benoni Defense: Knight's Tour Variation	1. d4 Nf6 2. c4 c5 3. d5 e6 4. Nc3 exd5 5. cxd5 d6 6. Nf3 g6 7. Nd2 Bg7 8. e4 O-O 9. Be2
A02	Bird's Opening: Lasker Gambit	1. f4 e5 2. fxe5 d6
E11	Bogo-Indian Defense: Bogoljubow Variation	1. d4 Nf6 2. c4 e6 3. Nf3 Bb4+ 4. Bd2 Qe7 5. a3
B12	Caro-Kann Defense: Advance Tal Variation	1. e4 c6 2. d4 d5 3. e5 Bf5 4. h4
E05	Catalan Opening: Open Variation with Qa4	1. d4 Nf6 2. c4 e6 3. g3 d5 4. Bg2 dxc4 5. Qa4+ Bd7
A82	Dutch Defense: Staunton Gambit Tartakower Variation	1. d4 f5 2. e4 fxe4 3. Nc3 Nf6 4. Bg5
A33	English Opening: Symmetrical Three Knights	1. c4 c5 2. Nc3 Nc6 3. Nf3 Nf6
C18	French Defense: Winawer Advance Variation	1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5 c5 5. a3 Bxc3+ 6. bxc3 Ne7 7. Nf3
D85	Gruenfeld Defense: Exchange Seville Variation	1. d4 Nf6 2. c4 g6 3. Nc3 d5 4. cxd5 Nxd5 5. e4 Nxc3 6. bxc3 Bg7 7. Nf3 c5 8. Rb1
C37	King's Gambit Accepted: Quaade Gambit	1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Nc3
E73	King's Indian Defense: Sokolsky Variation	1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. Be2 O-O 6. Be3
D02	London System: King's Indian with c3	1. d4 Nf6 2. Bf4 g6 3. e3 Bg7 4. Nf3 O-O 5. c3 d6
E33	Nimzo-Indian Defense: Kmoch Main Line	1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. f3 d5
B00	Nimzowitsch Defense: Two Knights Variation	1. e4 Nc6 2. Nf3 d6 3. d4 Nf6 4. Nc3
C51	Evans Gambit	1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4
D39	Queen's Gambit Declined: Vienna Variation	1. d4 d5 2. c4 e6 3. Nf3 Nf6 4. Nc3 dxc4
E14	Queen's Indian Defense: Nimzowitsch Variation	1. d4 Nf6 2. c4 e6 3. Nf3 b6 4. e3 Bb7 5. Bd3 Be7
A05	Reti Opening: Old Indian Attack	1. Nf3 d5 2. d3 Nf6 3. Nbd2
B01	Scandinavian Defense: Anderssen Counterattack	1. e4 d5 2. exd5 Qxd5 3. Nc3 Qa5 4. d4 e5
B60	Sicilian Defense: Richter-Rauzer Variation	1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Nc6 6. Bg5
D47	Slav Defense: Noteboom Variation	1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Nc3 e6 5. e3 dxc4 6. Bxc4 b5
C89	Ruy Lopez: Marshall Attack	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 O-O 8. c3 d5
B90	Sicilian Defense: Najdorf English Attack	1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 a6 6. Be3
C06	French Defense: Tarrasch Closed Variation	1. e4 e6 2. d4 d5 3. Nd2 Nf6 4. e5 Nfd7
B12	Caro-Kann Defense: Advance Botvinnik-Carls Variation	1. e4 c6 2. d4 d5 3. e5 c5
B01	Scandinavian Defense: Modern Variation with 4. c4	1. e4 d5 2. exd5 Nf6 3. d4 Nxd5 4. c4 Nb6
E54	Nimzo-Indian Defense: Rubinstein Main Line	1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 O-O 5. Bd3 d5 6. Nf3 c5 7. O-O
E80	King's Indian Defense: Saemisch Panno Variation	1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. f3 O-O 6. Be3 Nc6
A70	Benoni Defense: Modern Main Line	1. d4 Nf6 2. c4 c5 3. d5 e6 4. Nc3 exd5 5. cxd5 d6 6. e4 g6 7. Nf3 Bg7 8. Be2 O-O
E05	Catalan Opening: Open Variation with Castling	1. d4 Nf6 2. c4 e6 3. g3 d5 4. Bg2 dxc4 5. Nf3 Be7 6. O-O O-O
D07	Queen's Gambit Declined: Chigorin Defense	1. d4 d5 2. c4 Nc6
D02	London System: Anti-Gruenfeld Setup	1. d4 Nf6 2. Bf4 g6 3. e3 Bg7 4. Nd2 d6 5. Ngf3
A25	English Opening: King's English Botvinnik Line	1. c4 e5 2. Nc3 Nf6 3. g3 d5 4. cxd5 Nxd5 5. Bg2
B09	Pirc Defense: Austrian Attack with 5. Bd3	1. e4 d6 2. d4 Nf6 3. Nc3 g6 4. f4 Bg7 5. Bd3
D85	Gruenfeld Defense: Exchange Classical Variation	1. d4 Nf6 2. c4 g6 3. Nc3 d5 4. cxd5 Nxd5 5. e4 Nxc3 6. bxc3 Bg7 7. Bc4 O-O 8. Ne2
B05	Alekhine's Defense: Exchange Karpov Variation	1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. exd6 cxd6 6. Nc3 g6 7. Be3 Bg7 8. Rc1 O-O 9. b3 Nc6
B00	Nimzowitsch Defense: Scandinavian Exchange Line	1. e4 Nc6 2. d4 d5 3. exd5 Qxd5 4. Nf3 Bg4
A09	Reti Opening: Reversed Blumenfeld Gambit	1. Nf3 d5 2. c4 d4 3. e3 c5 4. b4
A02	Bird's Opening: From's Gambit Lasker Line	1. f4 e5 2. fxe5 d6 3. exd6 Bxd6
A87	Dutch Defense: Leningrad Main Line with Qe8	1. d4 f5 2. g3 Nf6 3. Bg2 g6 4. Nf3 Bg7 5. O-O O-O 6. c4 d6 7. Nc3 Qe8
D44	Slav Defense: Botvinnik Variation	1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Nc3 e6 5. Bg5 dxc4
E18	Queen's Indian Defense: Old Main Line with Nc3	1. d4 Nf6 2. c4 e6 3. Nf3 b6 4. g3 Bb7 5. Bg2 Be7 6. O-O O-O 7. Nc3
E11	Bogo-Indian Defense: Nimzowitsch Main Line	1. d4 Nf6 2. c4 e6 3. Nf3 Bb4+ 4. Nbd2 O-O
C37	King's Gambit Accepted: Hanstein Gambit	1. e4 e5 2. f4 exf4 3. Nf3 g5 4. Bc4 Bg7 5. O-O
C93	Ruy Lopez: Closed Breyer Variation	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 d6 8. c3 O-O 9. h3 Nb8
B97	Sicilian Defense: Najdorf Poisoned Pawn Variation	1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 a6 6. Bg5 e6 7. f4 Qb6
C19	French Defense: Winawer Main Line	1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5 c5 5. a3 Bxc3+ 6. bxc3 Ne7 7. Qg4 Qc7
B19	Caro-Kann Defense: Classical Main Line	1. e4 c6 2. d4 d5 3. Nc3 dxe4 4. Nxe4 Bf5 5. Ng3 Bg6 6. h4 h6 7. Nf3 Nd7
B01	Scandinavian Defense: Main Line with Bg4	1. e4 d5 2. exd5 Qxd5 3. Nc3 Qa5 4. d4 Nf6 5. Nf3 Bg4
E48	Nimzo-Indian Defense: Rubinstein Main Line with dxc4	1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 O-O 5. Bd3 d5 6. Nf3 c5 7. O-O dxc4 8. Bxc4
E99	King's Indian Defense: Mar del Plata Bayonet with Nh5	1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. Nf3 O-O 6. Be2 e5 7. O-O Nc6 8. d5 Ne7 9. b4 Nh5
A79	Benoni Defense: Classical Main Line with Re8	1. d4 Nf6 2. c4 c5 3. d5 e6 4. Nc3 exd5 5. cxd5 d6 6. e4 g6 7. Nf3 Bg7 8. Be2 O-O 9. O-O Re8
E06	Catalan Opening: Closed Main Line with Rd1	1. d4 Nf6 2. c4 e6 3. g3 d5 4. Bg2 Be7 5. Nf3 O-O 6. O-O c6 7. Qc2 Nbd7 8. Rd1
D63	Queen's Gambit Declined: Orthodox Main Line	1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Be7 5. e3 O-O 6. Nf3 Nbd7 7. Rc1
D02	London System: Main Line with h3	1. d4 Nf6 2. Nf3 d5 3. Bf4 e6 4. e3 c5 5. c3 Nc6 6. Nbd2 Bd6 7. Bg3
A29	English Opening: Four Knights with Bb4	1. c4 e5 2. Nc3 Nf6 3. Nf3 Nc6 4. g3 Bb4
B09	Pirc Defense: Austrian Attack with Bg4	1. e4 d6 2. d4 Nf6 3. Nc3 g6 4. f4 Bg7 5. Nf3 O-O 6. Bd3 Nc6 7. O-O Bg4
D87	Gruenfeld Defense: Exchange Main Line with O-O	1. d4 Nf6 2. c4 g6 3. Nc3 d5 4. cxd5 Nxd5 5. e4 Nxc3 6. bxc3 Bg7 7. Bc4 c5 8. Ne2 O-O 9. O-O
B04	Alekhine's Defense: Modern Schmid Variation	1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. Nf3 Nb6
B00	Nimzowitsch Defense: Kennedy Linksspringer Variation	1. e4 Nc6 2. d4 e5 3. d5 Nce7
A05	Reti Opening: King's Indian Attack with d3	1. Nf3 d5 2. g3 Nf6 3. Bg2 e6 4. O-O Be7 5. d3 O-O
A03	Bird's Opening: Classical Main Line	1. f4 d5 2. Nf3 Nf6 3. e3 e6 4. Be2 c5 5. O-O Nc6
A91	Dutch Defense: Stonewall Main Line with b3	1. d4 f5 2. c4 e6 3. Nf3 Nf6 4. g3 d5 5. Bg2 Be7 6. O-O O-O 7. b3
D17	Slav Defense: Czech Main Line with e3	1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Nc3 dxc4 5. a4 Bf5 6. e3 e6
E17	Queen's Indian Defense: Fianchetto Classical with Ne4	1. d4 Nf6 2. c4 e6 3. Nf3 b6 4. g3 Bb7 5. Bg2 Be7 6. O-O O-O 7. Nc3 Ne4
E11	Bogo-Indian Defense: Classical Variation with Nc3	1. d4 Nf6 2. c4 e6 3. Nf3 Bb4+ 4. Bd2 Qe7 5. Nc3 O-O
C36	King's Gambit Accepted: Modern Defense	1. e4 e5 2. f4 exf4 3. Nf3 d5 4. exd5 Nf6
C92	Ruy Lopez: Closed Zaitsev Variation	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 d6 8. c3 O-O 9. h3 Bb7
B78	Sicilian Defense: Dragon Yugoslav Attack	1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 g6 6. Be3 Bg7 7. f3 O-O 8. Qd2 Nc6
C11	French Defense: Classical Steinitz Main Line	1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. e5 Nfd7 5. f4 c5
B18	Caro-Kann Defense: Classical Short Variation	1. e4 c6 2. d4 d5 3. Nc3 dxe4 4. Nxe4 Bf5 5. Ng3 Bg6 6. h4 h6 7. Nf3 Nd7 8. h5 Bh7
B01	Scandinavian Defense: Mieses-Kotroc with Bd2	1. e4 d5 2. exd5 Qxd5 3. Nc3 Qa5 4. d4 Nf6 5. Nf3 c6 6. Bd2
E59	Nimzo-Indian Defense: Rubinstein Main Line with Nc6	1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. e3 O-O 5. Bd3 d5 6. Nf3 c5 7. O-O Nc6
E94	King's Indian Defense: Orthodox Main Line with Re1	1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. Nf3 O-O 6. Be2 e5 7. O-O Nbd7 8. Re1
A77	Benoni Defense: Taimanov Main Line	1. d4 Nf6 2. c4 c5 3. d5 e6 4. Nc3 exd5 5. cxd5 d6 6. e4 g6 7. f4 Bg7 8. Bb5+ Nfd7
E04	Catalan Opening: Open Variation with Qxc4	1. d4 Nf6 2. c4 e6 3. g3 d5 4. Bg2 dxc4 5. Qa4+ Bd7 6. Qxc4
D57	Queen's Gambit Declined: Lasker Defense Main Line	1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Be7 5. e3 O-O 6. Nf3 h6 7. Bh4 Ne4 8. Bxe7 Qxe7
A30	English Opening: Symmetrical Hedgehog with d4	1. c4 c5 2. Nf3 Nf6 3. g3 b6 4. Bg2 Bb7 5. O-O e6 6. d4 cxd4 7. Qxd4
B09	Pirc Defense: Austrian Attack Be3 with c6	1. e4 d6 2. d4 Nf6 3. Nc3 g6 4. f4 Bg7 5. Nf3 O-O 6. Be3 c6
D88	Gruenfeld Defense: Exchange Rb1 Main Line	1. d4 Nf6 2. c4 g6 3. Nc3 d5 4. cxd5 Nxd5 5. e4 Nxc3 6. bxc3 Bg7 7. Nf3 c5 8. Rb1 O-O
B03	Alekhine's Defense: Four Pawns Main Line	1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5
B00	Nimzowitsch Defense: Franco-Nimzowitsch Main Line	1. e4 Nc6 2. Nf3 e6 3. d4 d5 4. e5
A05	Reti Opening: King's Indian Attack with Nbd2	1. Nf3 d5 2. g3 Nf6 3. Bg2 e6 4. O-O Be7 5. d3 O-O 6. Nbd2
A03	Bird's Opening: Stonewall Main Line	1. f4 d5 2. Nf3 Nf6 3. e3 e6 4. Bd3 c5 5. b3 Nc6 6. Bb2
A96	Dutch Defense: Leningrad Main Line with Re1	1. d4 f5 2. g3 Nf6 3. Bg2 g6 4. Nf3 Bg7 5. O-O O-O 6. c4 d6 7. Nc3 Qe8 8. Re1
D43	Semi-Slav Defense: Anti-Meran with Bh4	1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Nc3 e6 5. Bg5 h6 6. Bh4
E15	Queen's Indian Defense: Check Variation with Castling	1. d4 Nf6 2. c4 e6 3. Nf3 b6 4. g3 Bb7 5. Bg2 Bb4+ 6. Bd2 Be7 7. O-O
E11	Bogo-Indian Defense: Vitolins Exchange Line	1. d4 Nf6 2. c4 e6 3. Nf3 Bb4+ 4. Bd2 c5 5. Bxb4 cxb4
C39	King's Gambit Accepted: Kieseritzky with Nf6	1. e4 e5 2. f4 exf4 3. Nf3 g5 4. h4 g4 5. Ne5 Nf6
C99	Ruy Lopez: Closed Chigorin Variation	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. O-O Be7 6. Re1 b5 7. Bb3 d6 8. c3 O-O 9. h3 Na5 10. Bc2 c5
B90	Sicilian Defense: Najdorf Scheveningen English Attack	1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 a6 6. Be3 e6 7. f3 b5 8. Qd2 Bb7
C07	French Defense: Tarrasch Main Line	1. e4 e6 2. d4 d5 3. Nd2 c5 4. exd5 exd5 5. Ngf3 Nc6 6. Bb5 Bd6
B12	Caro-Kann Defense: Advance Short with c5	1. e4 c6 2. d4 d5 3. e5 Bf5 4. Nf3 e6 5. Be2 c5 6. Be3
B01	Scandinavian Defense: Portuguese Gambit with Nc3	1. e4 d5 2. exd5 Nf6 3. d4 Bg4 4. f3 Bf5 5. Nc3
E34	Nimzo-Indian Defense: Classical with a3	1. d4 Nf6 2. c4 e6 3. Nc3 Bb4 4. Qc2 O-O 5. a3 Bxc3+ 6. Qxc3 b6
E99	King's Indian Defense: Mar del Plata with Ne1	1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. Nf3 O-O 6. Be2 e5 7. O-O Nc6 8. d5 Ne7 9. Ne1
A77	Benoni Defense: Flick-Knife Attack with a4	1. d4 Nf6 2. c4 c5 3. d5 e6 4. Nc3 exd5 5. cxd5 d6 6. e4 g6 7. f4 Bg7 8. Bb5+ Nfd7 9. a4
E04	Catalan Opening: Open Variation with ...a6	1. d4 Nf6 2. c4 e6 3. g3 d5 4. Bg2 dxc4 5. Nf3 a6 6. O-O Nc6
D61	Queen's Gambit Declined: Orthodox Rubinstein Variation	1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. Bg5 Be7 5. e3 O-O 6. Nf3 h6 7. Bh4 b6 8. cxd5 Nxd5
D02	London System: Main Line with Bd3	1. d4 d5 2. Bf4 Nf6 3. e3 e6 4. Nf3 c5 5. c3 Nc6 6. Bd3 Bd6 7. Bg3
